movie_id,title,cast,crew
330534,Damn Yankees,"[{""character"": ""Lead Protagonist"", ""name"": ""Damn Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330535,Pistoleros famosos II,"[{""character"": ""Lead Protagonist"", ""name"": ""Pistoleros Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330536,Urban Ghost Story,"[{""character"": ""Lead Protagonist"", ""name"": ""Urban Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330537,Memories of a Teenager,"[{""character"": ""Lead Protagonist"", ""name"": ""Memories Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330538,Os Dez Mandamentos - O Filme,"[{""character"": ""Lead Protagonist"", ""name"": ""Os Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330539,Combat Shock,"[{""character"": ""Lead Protagonist"", ""name"": ""Combat Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330540,Standalone,"[{""character"": ""Lead Protagonist"", ""name"": ""Standalone Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330541,Blume in Love,"[{""character"": ""Lead Protagonist"", ""name"": ""Blume Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330542,They Made Me a Killer,"[{""character"": ""Lead Protagonist"", ""name"": ""They Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330543,Olet mennyt minun vereeni,"[{""character"": ""Lead Protagonist"", ""name"": ""Olet Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330544,Neruppuda,"[{""character"": ""Lead Protagonist"", ""name"": ""Neruppuda Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330545,The Emperor's New Clothes,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330546,The Element of Hope,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330547,Nang maghalo ang balat sa tinalupan,"[{""character"": ""Lead Protagonist"", ""name"": ""Nang Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330548,Thunderbolt,"[{""character"": ""Lead Protagonist"", ""name"": ""Thunderbolt Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330549,Le Battement D'ailes D'un Papillon,"[{""character"": ""Lead Protagonist"", ""name"": ""Le Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330550,Uccidi o muori,"[{""character"": ""Lead Protagonist"", ""name"": ""Uccidi Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330551,Doraemon: Nobita and the Haunts of Evil,"[{""character"": ""Lead Protagonist"", ""name"": ""Doraemon: Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330552,Riya Maalik & the Inner World,"[{""character"": ""Lead Protagonist"", ""name"": ""Riya Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330553,First to Fight,"[{""character"": ""Lead Protagonist"", ""name"": ""First Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330554,Love in the Rain,"[{""character"": ""Lead Protagonist"", ""name"": ""Love Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330555,Speckles: The Tarbosaurus,"[{""character"": ""Lead Protagonist"", ""name"": ""Speckles: Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330556,Nightworld: Door of Hell,"[{""character"": ""Lead Protagonist"", ""name"": ""Nightworld: Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330557,The Secret of Taran Desert,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330558,SOS Coast Guard,"[{""character"": ""Lead Protagonist"", ""name"": ""SOS Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330559,Atlas Shrugged: Who Is John Galt?,"[{""character"": ""Lead Protagonist"", ""name"": ""Atlas Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330560,Beyblade: The Movie - Fierce Battle,"[{""character"": ""Lead Protagonist"", ""name"": ""Beyblade: Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330561,Repeat,"[{""character"": ""Lead Protagonist"", ""name"": ""Repeat Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330562,The Shooting Order,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330563,"Die, Maniacs, Die!","[{""character"": ""Lead Protagonist"", ""name"": ""Die, Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330564,Gudgudee,"[{""character"": ""Lead Protagonist"", ""name"": ""Gudgudee Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330565,Black Beauty,"[{""character"": ""Lead Protagonist"", ""name"": ""Black Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330566,Eastern Citrus,"[{""character"": ""Lead Protagonist"", ""name"": ""Eastern Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330567,The Beast,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330568,Halav,"[{""character"": ""Lead Protagonist"", ""name"": ""Halav Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330569,Head Cases: Serial Killers in the Delaware Valley,"[{""character"": ""Lead Protagonist"", ""name"": ""Head Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330570,THE ARRIVAL OF DAJJAL,"[{""character"": ""Lead Protagonist"", ""name"": ""THE Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330571,Write About Me,"[{""character"": ""Lead Protagonist"", ""name"": ""Write Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330572,Hero Hitler in Love,"[{""character"": ""Lead Protagonist"", ""name"": ""Hero Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330573,Los enemigos del dolor,"[{""character"": ""Lead Protagonist"", ""name"": ""Los Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330574,Tom Holland's Twisted Tales,"[{""character"": ""Lead Protagonist"", ""name"": ""Tom Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330575,The Creed of Violence,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330576,Sad in the Walls,"[{""character"": ""Lead Protagonist"", ""name"": ""Sad Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330577,Risen,"[{""character"": ""Lead Protagonist"", ""name"": ""Risen Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330578,The Matarese Circle,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330579,Brutus,"[{""character"": ""Lead Protagonist"", ""name"": ""Brutus Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330580,The Homestretch,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330581,Én és a nagyapám,"[{""character"": ""Lead Protagonist"", ""name"": ""\u00c9n Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330582,Treasure of the Yankee Zephyr,"[{""character"": ""Lead Protagonist"", ""name"": ""Treasure Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330583,Tip,"[{""character"": ""Lead Protagonist"", ""name"": ""Tip Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330584,The Last Operative,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330585,Courage of Lassie,"[{""character"": ""Lead Protagonist"", ""name"": ""Courage Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330586,El Paletero,"[{""character"": ""Lead Protagonist"", ""name"": ""El Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330587,The Turing Enigma,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330588,Daygo,"[{""character"": ""Lead Protagonist"", ""name"": ""Daygo Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330589,Rome '78,"[{""character"": ""Lead Protagonist"", ""name"": ""Rome Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330590,The Lost Woman,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330591,Young Detective Dee: Rise of the Sea Dragon,"[{""character"": ""Lead Protagonist"", ""name"": ""Young Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330592,"A Tiny Home, A Lead-safe Home","[{""character"": ""Lead Protagonist"", ""name"": ""A Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330593,Alvin and the Chipmunks: Halloween Collection,"[{""character"": ""Lead Protagonist"", ""name"": ""Alvin Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330594,Sammohanam,"[{""character"": ""Lead Protagonist"", ""name"": ""Sammohanam Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330595,El-Kanz,"[{""character"": ""Lead Protagonist"", ""name"": ""El-Kanz Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330596,Maze,"[{""character"": ""Lead Protagonist"", ""name"": ""Maze Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330597,A.W.O.L.,"[{""character"": ""Lead Protagonist"", ""name"": ""A.W.O.L. Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330598,We Take the Low Road,"[{""character"": ""Lead Protagonist"", ""name"": ""We Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330599,"The Fun, the Luck & the Tycoon","[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330600,The White Stone of Mecca,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330601,Camp Wedding,"[{""character"": ""Lead Protagonist"", ""name"": ""Camp Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330602,Toxica,"[{""character"": ""Lead Protagonist"", ""name"": ""Toxica Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330603,Insomniacs After School,"[{""character"": ""Lead Protagonist"", ""name"": ""Insomniacs Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330604,Thor: End of Days,"[{""character"": ""Lead Protagonist"", ""name"": ""Thor: Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330605,House of Luk,"[{""character"": ""Lead Protagonist"", ""name"": ""House Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330606,The Video,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330607,Robotech: The Movie,"[{""character"": ""Lead Protagonist"", ""name"": ""Robotech: Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330608,The Silencer,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330609,Happily Ever After,"[{""character"": ""Lead Protagonist"", ""name"": ""Happily Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330610,Geoff and the Ninja,"[{""character"": ""Lead Protagonist"", ""name"": ""Geoff Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330611,Confessions of a Producer,"[{""character"": ""Lead Protagonist"", ""name"": ""Confessions Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330612,Without a Clue,"[{""character"": ""Lead Protagonist"", ""name"": ""Without Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330613,Saani Kaayidham,"[{""character"": ""Lead Protagonist"", ""name"": ""Saani Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330614,Modern Love,"[{""character"": ""Lead Protagonist"", ""name"": ""Modern Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330615,You Kill Me,"[{""character"": ""Lead Protagonist"", ""name"": ""You Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330616,The Head Hunter,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330617,Taste the Blood of Dracula,"[{""character"": ""Lead Protagonist"", ""name"": ""Taste Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330618,Call Me,"[{""character"": ""Lead Protagonist"", ""name"": ""Call Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330619,"Nikki, Wild Dog of the North","[{""character"": ""Lead Protagonist"", ""name"": ""Nikki, Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330620,First Draw,"[{""character"": ""Lead Protagonist"", ""name"": ""First Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330621,Electra One,"[{""character"": ""Lead Protagonist"", ""name"": ""Electra Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330622,Hollywould,"[{""character"": ""Lead Protagonist"", ""name"": ""Hollywould Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330623,The Marcus Garvey Story,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330624,Hercules in the Haunted World,"[{""character"": ""Lead Protagonist"", ""name"": ""Hercules Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330625,Kinky Gazpacho,"[{""character"": ""Lead Protagonist"", ""name"": ""Kinky Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330626,Battle Los Angeles,"[{""character"": ""Lead Protagonist"", ""name"": ""Battle Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330627,Crackers,"[{""character"": ""Lead Protagonist"", ""name"": ""Crackers Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330628,Kto tam?,"[{""character"": ""Lead Protagonist"", ""name"": ""Kto Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330629,Code Name: K.O.Z.,"[{""character"": ""Lead Protagonist"", ""name"": ""Code Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330630,The Sunny Night,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330631,First Fruits,"[{""character"": ""Lead Protagonist"", ""name"": ""First Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330632,Meri Jung,"[{""character"": ""Lead Protagonist"", ""name"": ""Meri Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330633,The Family Outing,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330634,Female Jungle,"[{""character"": ""Lead Protagonist"", ""name"": ""Female Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330635,Kumander Elpidio Paclibar,"[{""character"": ""Lead Protagonist"", ""name"": ""Kumander Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330636,The Ghost Train,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330637,7 Deadly Sins: Inside the Ecomm Cult,"[{""character"": ""Lead Protagonist"", ""name"": ""7 Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330638,American Warlord,"[{""character"": ""Lead Protagonist"", ""name"": ""American Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330639,Teaser,"[{""character"": ""Lead Protagonist"", ""name"": ""Teaser Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330640,Besat,"[{""character"": ""Lead Protagonist"", ""name"": ""Besat Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330641,Woman on Top,"[{""character"": ""Lead Protagonist"", ""name"": ""Woman Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330642,Crowley,"[{""character"": ""Lead Protagonist"", ""name"": ""Crowley Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330643,Popeye,"[{""character"": ""Lead Protagonist"", ""name"": ""Popeye Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330644,Good Time Gang,"[{""character"": ""Lead Protagonist"", ""name"": ""Good Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330645,Boys Cry,"[{""character"": ""Lead Protagonist"", ""name"": ""Boys Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330646,The Impersonator,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330647,Wildland,"[{""character"": ""Lead Protagonist"", ""name"": ""Wildland Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330648,Cuba,"[{""character"": ""Lead Protagonist"", ""name"": ""Cuba Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330649,Western Courage,"[{""character"": ""Lead Protagonist"", ""name"": ""Western Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330650,Eternal Watch,"[{""character"": ""Lead Protagonist"", ""name"": ""Eternal Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330651,El Contrato,"[{""character"": ""Lead Protagonist"", ""name"": ""El Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330652,Son,"[{""character"": ""Lead Protagonist"", ""name"": ""Son Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330653,Beneath The Cottage,"[{""character"": ""Lead Protagonist"", ""name"": ""Beneath Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330654,Dismembered,"[{""character"": ""Lead Protagonist"", ""name"": ""Dismembered Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330655,2030,"[{""character"": ""Lead Protagonist"", ""name"": ""2030 Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330656,Gold Fever,"[{""character"": ""Lead Protagonist"", ""name"": ""Gold Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330657,The Dorm That Dripped Blood,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330658,Gangs Of Madras,"[{""character"": ""Lead Protagonist"", ""name"": ""Gangs Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330659,Three Grams of a Dream,"[{""character"": ""Lead Protagonist"", ""name"": ""Three Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330660,The Big Clock,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330661,Dead West,"[{""character"": ""Lead Protagonist"", ""name"": ""Dead Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330662,Fiza,"[{""character"": ""Lead Protagonist"", ""name"": ""Fiza Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330663,My Quick Way Out,"[{""character"": ""Lead Protagonist"", ""name"": ""My Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
