track_id,track_name,artist_name,album_name,genre,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
t_0349,Electric Rhythm,21 Savage,21 Savage - Deep Collection Vol. 3,hip-hop,85,283978,0.577,0.478,1,-6.2,0,0.1857,0.482,0.0447,0.343,0.665,125.5,4
t_0350,Euphoric Ascent,21 Savage,21 Savage - Deep Collection Vol. 3,hip-hop,53,241653,0.56,0.5,9,-7.4,1,0.2364,0.474,0.0259,0.146,0.581,125.3,4
t_0351,Serene Journey,Future,Future - Euphoric Collection Vol. 1,hip-hop,59,269510,0.765,0.764,0,-5.4,0,0.2331,0.169,0.0064,0.161,0.717,92.3,4
t_0352,Fading Ascent,Future,Future - Euphoric Collection Vol. 1,hip-hop,94,156250,0.727,0.474,11,-15.8,1,0.3295,0.57,0.0184,0.256,0.378,121.2,4
t_0353,Fading Star,Future,Future - Euphoric Collection Vol. 1,hip-hop,73,161366,0.741,0.617,10,-5.7,0,0.0639,0.105,0.0447,0.289,0.766,91.7,4
t_0354,Vintage Journey,Future,Future - Euphoric Collection Vol. 1,hip-hop,80,251381,0.762,0.755,0,-9.2,1,0.059,0.542,0.0135,0.16,0.527,92.7,4
t_0355,Dark Dawn,Future,Future - Euphoric Collection Vol. 1,hip-hop,67,266508,0.7,0.465,8,-14.6,0,0.1816,0.164,0.019,0.063,0.448,111.3,4
t_0356,Ethereal Vibe,Future,Future - Cosmic Collection Vol. 2,hip-hop,57,149221,0.589,0.422,3,-4.2,1,0.1309,0.522,0.0393,0.158,0.721,106.6,4
t_0357,Golden Chronicle,Future,Future - Cosmic Collection Vol. 2,hip-hop,61,183018,0.625,0.665,10,-17.9,0,0.1626,0.472,0.0194,0.223,0.748,92.0,4
t_0358,Astral Rhythm,Future,Future - Cosmic Collection Vol. 2,hip-hop,90,232462,0.803,0.716,10,-4.7,1,0.2369,0.322,0.0405,0.073,0.369,97.9,4
t_0359,Midnight Dawn,Future,Future - Cosmic Collection Vol. 2,hip-hop,87,284324,0.777,0.702,7,-15.6,0,0.1236,0.494,0.0495,0.343,0.833,121.9,4
t_0360,Serene Glow,Future,Future - Cosmic Collection Vol. 2,hip-hop,90,241098,0.674,0.694,6,-8.6,1,0.2834,0.592,0.047,0.319,0.767,122.7,4
t_0361,Vintage Wave,Future,Future - Silent Collection Vol. 3,hip-hop,81,197963,0.638,0.584,11,-14.8,0,0.3358,0.171,0.0014,0.134,0.691,106.7,4
t_0362,Dark Ascent,Future,Future - Silent Collection Vol. 3,hip-hop,52,318745,0.691,0.661,6,-4.7,1,0.3362,0.582,0.0408,0.231,0.466,114.8,4
t_0363,Velvet Lullaby,Future,Future - Silent Collection Vol. 3,hip-hop,47,305522,0.695,0.671,8,-16.3,1,0.3257,0.525,0.0127,0.231,0.359,120.0,4
t_0364,Radiant Ascent,Future,Future - Silent Collection Vol. 3,hip-hop,82,251561,0.703,0.544,8,-15.8,1,0.2871,0.438,0.0149,0.064,0.494,118.2,4
t_0365,Hypnotic Rain,Future,Future - Silent Collection Vol. 3,hip-hop,81,194785,0.668,0.415,5,-8.5,1,0.3489,0.411,0.0465,0.241,0.555,100.7,4
t_0366,Crystal Silence,Lil Baby,Lil Baby - Lost Collection Vol. 1,hip-hop,93,255474,0.547,0.58,5,-15.2,1,0.1482,0.163,0.0249,0.112,0.603,119.7,4
t_0367,Euphoric Glow,Lil Baby,Lil Baby - Lost Collection Vol. 1,hip-hop,61,316505,0.813,0.661,7,-6.3,1,0.2835,0.375,0.0158,0.336,0.834,100.7,4
t_0368,Electric Dawn,Lil Baby,Lil Baby - Lost Collection Vol. 1,hip-hop,81,158910,0.827,0.728,3,-6.6,1,0.0321,0.407,0.0487,0.121,0.843,103.4,4
t_0369,Bright Vibe,Lil Baby,Lil Baby - Lost Collection Vol. 1,hip-hop,71,177859,0.622,0.676,9,-8.3,0,0.0753,0.187,0.0334,0.229,0.605,95.2,4
t_0370,Fading Silence,Lil Baby,Lil Baby - Lost Collection Vol. 1,hip-hop,60,149139,0.535,0.776,6,-16.3,0,0.0661,0.156,0.0467,0.137,0.603,99.6,4
t_0371,Silent Wave,Lil Baby,Lil Baby - Astral Collection Vol. 2,hip-hop,92,198479,0.717,0.439,7,-14.3,0,0.1699,0.27,0.0471,0.183,0.796,119.0,4
t_0372,Dark Rhythm,Lil Baby,Lil Baby - Astral Collection Vol. 2,hip-hop,83,227506,0.678,0.533,6,-8.1,1,0.1455,0.145,0.034,0.313,0.494,98.1,4
t_0373,Euphoric Star,Lil Baby,Lil Baby - Astral Collection Vol. 2,hip-hop,49,284547,0.613,0.737,3,-16.4,1,0.2415,0.17,0.0307,0.145,0.696,87.0,4
t_0374,Fading Journey,Lil Baby,Lil Baby - Astral Collection Vol. 2,hip-hop,94,144593,0.602,0.441,1,-7.3,0,0.2938,0.351,0.0223,0.339,0.436,126.0,4
t_0375,Infinite Dream,Lil Baby,Lil Baby - Astral Collection Vol. 2,hip-hop,56,306891,0.594,0.411,10,-6.9,0,0.3188,0.508,0.0282,0.183,0.69,101.7,4
t_0376,Golden Rhythm,Lil Baby,Lil Baby - Velvet Collection Vol. 3,hip-hop,62,203572,0.821,0.725,3,-6.2,0,0.257,0.182,0.0212,0.151,0.466,98.7,4
t_0377,Radiant Ocean,Lil Baby,Lil Baby - Velvet Collection Vol. 3,hip-hop,70,218516,0.692,0.576,0,-15.7,1,0.185,0.521,0.0385,0.234,0.533,108.1,4
t_0378,Ethereal Dream,Lil Baby,Lil Baby - Velvet Collection Vol. 3,hip-hop,90,270463,0.616,0.565,10,-12.2,1,0.3347,0.115,0.0292,0.213,0.553,91.4,4
t_0379,Infinite Orbit,Lil Baby,Lil Baby - Velvet Collection Vol. 3,hip-hop,86,164314,0.677,0.746,6,-14.5,1,0.2152,0.594,0.0478,0.059,0.668,93.6,4
t_0380,Velvet Ascent,Lil Baby,Lil Baby - Velvet Collection Vol. 3,hip-hop,95,308508,0.736,0.492,1,-9.2,0,0.1161,0.187,0.0192,0.101,0.793,114.4,4
t_0381,Ethereal Neon,Martin Garrix,Martin Garrix - Midnight Collection Vol. 1,edm,45,198933,0.941,0.791,7,-11.0,0,0.0518,0.037,0.0461,0.208,0.532,130.9,4
t_0382,Fading Ascent,Martin Garrix,Martin Garrix - Midnight Collection Vol. 1,edm,82,151348,0.753,0.727,0,-10.8,0,0.0576,0.047,0.049,0.279,0.63,133.5,4
t_0383,Dark Silence,Martin Garrix,Martin Garrix - Midnight Collection Vol. 1,edm,90,145366,0.663,0.97,8,-12.1,1,0.0516,0.011,0.0401,0.134,0.524,121.6,4
t_0384,Midnight Orbit,Martin Garrix,Martin Garrix - Midnight Collection Vol. 1,edm,46,212161,0.908,0.949,9,-16.4,1,0.0872,0.018,0.0176,0.15,0.798,132.7,4
t_0385,Euphoric Solitude,Martin Garrix,Martin Garrix - Midnight Collection Vol. 1,edm,54,256548,0.938,0.793,0,-9.6,1,0.0594,0.093,0.0089,0.22,0.628,125.9,4
t_0386,Silent Pulse,Martin Garrix,Martin Garrix - Serene Collection Vol. 2,edm,78,310594,0.826,0.832,0,-14.5,1,0.0359,0.125,0.0113,0.29,0.647,123.9,4
t_0387,Ethereal Ocean,Martin Garrix,Martin Garrix - Serene Collection Vol. 2,edm,55,255197,0.851,0.85,9,-10.7,0,0.0395,0.055,0.0371,0.167,0.75,122.4,4
t_0388,Bright Silence,Martin Garrix,Martin Garrix - Serene Collection Vol. 2,edm,69,166776,0.697,0.765,8,-10.6,0,0.0344,0.098,0.0069,0.197,0.823,128.9,4
t_0389,Hypnotic Echo,Martin Garrix,Martin Garrix - Serene Collection Vol. 2,edm,62,269382,0.878,0.711,1,-10.0,0,0.0641,0.055,0.0286,0.198,0.634,126.5,4
t_0390,Hypnotic Shadow,Martin Garrix,Martin Garrix - Serene Collection Vol. 2,edm,92,229013,0.934,0.902,2,-8.2,1,0.0401,0.061,0.0468,0.313,0.561,126.8,4
t_0391,Cosmic Silence,Martin Garrix,Martin Garrix - Radiant Collection Vol. 3,edm,59,152932,0.94,0.762,9,-7.9,0,0.0433,0.052,0.044,0.095,0.694,126.3,4
t_0392,Serene Ascent,Martin Garrix,Martin Garrix - Radiant Collection Vol. 3,edm,59,220107,0.8,0.717,10,-14.2,0,0.0805,0.129,0.0436,0.202,0.719,120.6,4
t_0393,Cosmic Ascent,Martin Garrix,Martin Garrix - Radiant Collection Vol. 3,edm,78,198484,0.723,0.926,1,-5.7,1,0.0632,0.062,0.0155,0.164,0.671,124.3,4
t_0394,Ethereal Echo,Martin Garrix,Martin Garrix - Radiant Collection Vol. 3,edm,85,305833,0.71,0.757,7,-5.3,0,0.0831,0.101,0.0028,0.291,0.561,128.2,4
t_0395,Astral Chronicle,Martin Garrix,Martin Garrix - Radiant Collection Vol. 3,edm,76,197907,0.937,0.851,1,-5.9,1,0.0619,0.011,0.0425,0.076,0.52,134.0,4
t_0396,Vintage Memory,Calvin Harris,Calvin Harris - Dark Collection Vol. 1,edm,48,157235,0.709,0.8,2,-13.5,1,0.0794,0.149,0.0481,0.164,0.799,121.2,4
t_0397,Velvet Night,Calvin Harris,Calvin Harris - Dark Collection Vol. 1,edm,78,308608,0.695,0.843,5,-15.2,1,0.0758,0.024,0.0221,0.24,0.697,128.8,4
t_0398,Velvet Fire,Calvin Harris,Calvin Harris - Dark Collection Vol. 1,edm,56,314978,0.882,0.782,1,-10.7,1,0.0682,0.116,0.0161,0.136,0.64,126.3,4
t_0399,Silent Star,Calvin Harris,Calvin Harris - Dark Collection Vol. 1,edm,49,212558,0.73,0.777,10,-17.1,0,0.0846,0.127,0.0173,0.347,0.654,123.2,4
t_0400,Radiant Lullaby,Calvin Harris,Calvin Harris - Dark Collection Vol. 1,edm,66,167403,0.949,0.74,4,-16.4,1,0.0845,0.127,0.0451,0.286,0.634,129.3,4
t_0401,Electric Wave,Calvin Harris,Calvin Harris - Ethereal Collection Vol. 2,edm,69,298237,0.702,0.713,1,-5.0,1,0.0573,0.053,0.0217,0.186,0.605,123.0,4
t_0402,Velvet Silence,Calvin Harris,Calvin Harris - Ethereal Collection Vol. 2,edm,75,236683,0.736,0.801,1,-14.4,1,0.0642,0.057,0.0206,0.095,0.644,128.7,4
t_0403,Serene Lullaby,Calvin Harris,Calvin Harris - Ethereal Collection Vol. 2,edm,77,141972,0.866,0.806,11,-17.8,1,0.0605,0.074,0.0443,0.319,0.582,123.8,4
t_0404,Fading Dawn,Calvin Harris,Calvin Harris - Ethereal Collection Vol. 2,edm,93,249551,0.817,0.864,11,-9.3,1,0.0426,0.084,0.0162,0.072,0.773,125.7,4
t_0405,Hypnotic Dream,Calvin Harris,Calvin Harris - Ethereal Collection Vol. 2,edm,49,167833,0.682,0.926,1,-5.9,1,0.0327,0.143,0.0136,0.146,0.816,127.0,4
t_0406,Lost Rain,Calvin Harris,Calvin Harris - Midnight Collection Vol. 3,edm,66,289750,0.902,0.964,0,-8.7,1,0.0727,0.068,0.0383,0.109,0.695,126.9,4
t_0407,Astral Pulse,Calvin Harris,Calvin Harris - Midnight Collection Vol. 3,edm,86,286942,0.768,0.895,6,-3.8,1,0.0803,0.058,0.0246,0.188,0.862,124.5,4
t_0408,Crystal Memory,Calvin Harris,Calvin Harris - Midnight Collection Vol. 3,edm,85,243646,0.854,0.977,11,-8.1,0,0.076,0.073,0.0366,0.193,0.872,134.5,4
t_0409,Lost Chronicle,Calvin Harris,Calvin Harris - Midnight Collection Vol. 3,edm,93,299602,0.67,0.718,11,-8.1,0,0.049,0.149,0.009,0.131,0.535,127.7,4
t_0410,Hypnotic Orbit,Calvin Harris,Calvin Harris - Midnight Collection Vol. 3,edm,94,292285,0.703,0.814,1,-10.3,0,0.0702,0.144,0.0341,0.114,0.607,126.5,4
t_0411,Golden Orbit,Marshmello,Marshmello - Serene Collection Vol. 1,edm,88,294558,0.831,0.959,4,-16.3,1,0.0768,0.143,0.0397,0.334,0.591,124.7,4
t_0412,Bright Ascent,Marshmello,Marshmello - Serene Collection Vol. 1,edm,83,298757,0.801,0.765,4,-6.8,1,0.0892,0.04,0.019,0.292,0.502,120.9,4
t_0413,Velvet Glow,Marshmello,Marshmello - Serene Collection Vol. 1,edm,78,246572,0.676,0.878,7,-7.8,0,0.0733,0.143,0.0079,0.054,0.658,126.7,4
t_0414,Astral Echo,Marshmello,Marshmello - Serene Collection Vol. 1,edm,69,308224,0.899,0.844,0,-5.2,1,0.0892,0.074,0.0342,0.067,0.539,133.1,4
t_0415,Serene Dream,Marshmello,Marshmello - Serene Collection Vol. 1,edm,46,162827,0.775,0.716,5,-17.3,1,0.0348,0.066,0.0152,0.166,0.787,130.2,4
t_0416,Velvet Ascent,Marshmello,Marshmello - Midnight Collection Vol. 2,edm,77,248430,0.691,0.854,7,-7.2,0,0.0501,0.075,0.004,0.248,0.845,134.1,4
t_0417,Fading Horizon,Marshmello,Marshmello - Midnight Collection Vol. 2,edm,62,268617,0.825,0.92,4,-10.2,1,0.0401,0.107,0.0248,0.236,0.595,120.3,4
t_0418,Astral Solitude,Marshmello,Marshmello - Midnight Collection Vol. 2,edm,52,141715,0.844,0.881,5,-8.1,0,0.0779,0.059,0.0297,0.288,0.87,125.7,4
t_0419,Cosmic Fire,Marshmello,Marshmello - Midnight Collection Vol. 2,edm,95,195210,0.77,0.897,2,-14.9,1,0.0477,0.078,0.0441,0.209,0.787,121.7,4
t_0420,Bright Vibe,Marshmello,Marshmello - Midnight Collection Vol. 2,edm,85,179291,0.821,0.937,7,-11.9,1,0.0626,0.083,0.0245,0.066,0.56,126.3,4
t_0421,Velvet Sky,Marshmello,Marshmello - Vintage Collection Vol. 3,edm,50,286492,0.696,0.89,11,-7.1,0,0.0759,0.15,0.0336,0.287,0.667,132.3,4
t_0422,Fading Ocean,Marshmello,Marshmello - Vintage Collection Vol. 3,edm,78,226765,0.752,0.899,5,-7.8,0,0.0527,0.097,0.037,0.126,0.656,120.6,4
t_0423,Cosmic Silence,Marshmello,Marshmello - Vintage Collection Vol. 3,edm,61,281511,0.791,0.785,8,-10.0,0,0.0544,0.022,0.0267,0.32,0.745,131.8,4
t_0424,Golden Vibe,Marshmello,Marshmello - Vintage Collection Vol. 3,edm,91,308999,0.665,0.835,9,-13.1,1,0.0542,0.126,0.0464,0.103,0.668,131.6,4
t_0425,Vintage Shadow,Marshmello,Marshmello - Vintage Collection Vol. 3,edm,82,244687,0.888,0.805,8,-11.4,1,0.0684,0.015,0.0249,0.323,0.649,127.8,4
t_0426,Cosmic Rain,Tiësto,Tiësto - Ethereal Collection Vol. 1,edm,46,158600,0.705,0.87,7,-7.8,0,0.0809,0.059,0.0247,0.105,0.553,127.5,4
t_0427,Crystal Horizon,Tiësto,Tiësto - Ethereal Collection Vol. 1,edm,48,252326,0.847,0.705,4,-8.2,0,0.0678,0.032,0.043,0.208,0.789,126.2,4
t_0428,Golden Ascent,Tiësto,Tiësto - Ethereal Collection Vol. 1,edm,71,290536,0.699,0.717,10,-8.3,1,0.049,0.109,0.0187,0.053,0.604,125.3,4
t_0429,Astral Night,Tiësto,Tiësto - Ethereal Collection Vol. 1,edm,45,187718,0.657,0.864,8,-8.4,1,0.0861,0.036,0.0431,0.085,0.753,125.4,4
t_0430,Golden Fire,Tiësto,Tiësto - Ethereal Collection Vol. 1,edm,58,283734,0.942,0.881,10,-17.7,1,0.0542,0.11,0.0054,0.339,0.598,133.2,4
t_0431,Deep Ocean,Tiësto,Tiësto - Dark Collection Vol. 2,edm,52,290627,0.736,0.752,11,-13.3,0,0.0319,0.085,0.0024,0.268,0.518,129.3,4
t_0432,Euphoric Ocean,Tiësto,Tiësto - Dark Collection Vol. 2,edm,55,205981,0.872,0.748,11,-9.5,0,0.0716,0.133,0.0438,0.193,0.863,134.5,4
t_0433,Midnight Memory,Tiësto,Tiësto - Dark Collection Vol. 2,edm,70,256106,0.904,0.745,2,-10.0,1,0.0529,0.058,0.0455,0.127,0.865,132.3,4
t_0434,Dark Sky,Tiësto,Tiësto - Dark Collection Vol. 2,edm,62,222175,0.708,0.766,0,-17.4,1,0.0705,0.108,0.0468,0.333,0.681,121.8,4
t_0435,Crystal Pulse,Tiësto,Tiësto - Dark Collection Vol. 2,edm,73,212517,0.949,0.834,11,-9.6,1,0.0788,0.045,0.0231,0.103,0.722,130.2,4
t_0436,Midnight Ascent,Tiësto,Tiësto - Serene Collection Vol. 3,edm,64,242094,0.773,0.722,9,-7.0,0,0.0468,0.062,0.0352,0.311,0.591,121.4,4
t_0437,Bright Wave,Tiësto,Tiësto - Serene Collection Vol. 3,edm,92,310229,0.7,0.857,1,-3.9,1,0.0832,0.095,0.0262,0.054,0.584,129.4,4
t_0438,Electric Chronicle,Tiësto,Tiësto - Serene Collection Vol. 3,edm,58,233334,0.731,0.714,3,-13.6,1,0.0774,0.034,0.0296,0.246,0.611,122.2,4
t_0439,Bright Night,Tiësto,Tiësto - Serene Collection Vol. 3,edm,88,287094,0.852,0.79,2,-5.1,0,0.0361,0.14,0.0273,0.202,0.547,121.3,4
t_0440,Golden Glow,Tiësto,Tiësto - Serene Collection Vol. 3,edm,56,246666,0.91,0.715,11,-7.4,1,0.0621,0.095,0.0094,0.264,0.589,133.5,4
t_0441,Velvet Glow,The Chainsmokers,The Chainsmokers - Golden Collection Vol. 1,edm,54,217804,0.849,0.888,1,-10.0,0,0.0368,0.093,0.0399,0.311,0.835,133.9,4
t_0442,Hypnotic Rhythm,The Chainsmokers,The Chainsmokers - Golden Collection Vol. 1,edm,72,273415,0.887,0.762,5,-16.7,1,0.0808,0.115,0.0474,0.12,0.527,130.1,4
t_0443,Dark Shadow,The Chainsmokers,The Chainsmokers - Golden Collection Vol. 1,edm,78,224351,0.746,0.707,0,-10.7,1,0.0377,0.125,0.0067,0.272,0.503,131.9,4
t_0444,Electric Dawn,The Chainsmokers,The Chainsmokers - Golden Collection Vol. 1,edm,83,225759,0.944,0.922,2,-3.9,0,0.0355,0.024,0.036,0.194,0.764,127.2,4
t_0445,Fading Solitude,The Chainsmokers,The Chainsmokers - Golden Collection Vol. 1,edm,67,215536,0.677,0.915,11,-10.1,0,0.0414,0.102,0.0322,0.255,0.644,123.2,4
t_0446,Silent Rain,The Chainsmokers,The Chainsmokers - Velvet Collection Vol. 2,edm,88,305335,0.674,0.925,0,-4.8,1,0.0565,0.138,0.0345,0.202,0.764,122.4,4
t_0447,Bright Glow,The Chainsmokers,The Chainsmokers - Velvet Collection Vol. 2,edm,84,251792,0.9,0.823,8,-16.2,0,0.0509,0.139,0.0141,0.132,0.797,123.8,4
t_0448,Bright Star,The Chainsmokers,The Chainsmokers - Velvet Collection Vol. 2,edm,64,144149,0.68,0.713,2,-11.0,1,0.0405,0.104,0.0319,0.239,0.54,133.5,4
t_0449,Bright Night,The Chainsmokers,The Chainsmokers - Velvet Collection Vol. 2,edm,61,213555,0.764,0.873,2,-13.4,1,0.0307,0.037,0.0312,0.274,0.509,122.4,4
t_0450,Radiant Vibe,The Chainsmokers,The Chainsmokers - Velvet Collection Vol. 2,edm,58,140536,0.737,0.764,11,-12.2,0,0.0515,0.046,0.045,0.063,0.603,128.5,4
t_0451,Fading Sky,The Chainsmokers,The Chainsmokers - Serene Collection Vol. 3,edm,62,237357,0.665,0.82,9,-9.6,1,0.0834,0.023,0.0044,0.174,0.888,124.0,4
t_0452,Infinite Night,The Chainsmokers,The Chainsmokers - Serene Collection Vol. 3,edm,68,260601,0.792,0.764,7,-9.7,1,0.0321,0.134,0.0076,0.15,0.641,133.3,4
t_0453,Deep Wave,The Chainsmokers,The Chainsmokers - Serene Collection Vol. 3,edm,67,179418,0.706,0.754,2,-5.2,1,0.0564,0.097,0.0005,0.293,0.877,122.9,4
t_0454,Golden Rain,The Chainsmokers,The Chainsmokers - Serene Collection Vol. 3,edm,61,185614,0.797,0.928,10,-4.9,0,0.0783,0.139,0.0241,0.28,0.69,131.5,4
t_0455,Midnight Memory,The Chainsmokers,The Chainsmokers - Serene Collection Vol. 3,edm,47,238876,0.746,0.773,3,-7.9,1,0.0601,0.057,0.0183,0.182,0.807,127.8,4
t_0456,Midnight Ascent,Kygo,Kygo - Radiant Collection Vol. 1,edm,83,174811,0.755,0.839,7,-4.4,1,0.059,0.115,0.0201,0.181,0.812,129.2,4
t_0457,Bright Neon,Kygo,Kygo - Radiant Collection Vol. 1,edm,49,272838,0.788,0.87,2,-4.9,0,0.0777,0.103,0.0482,0.101,0.705,128.4,4
t_0458,Golden Shadow,Kygo,Kygo - Radiant Collection Vol. 1,edm,47,146282,0.885,0.876,7,-12.0,0,0.0835,0.037,0.04,0.132,0.783,122.5,4
t_0459,Velvet Journey,Kygo,Kygo - Radiant Collection Vol. 1,edm,74,239168,0.702,0.832,2,-6.4,0,0.0779,0.026,0.0038,0.299,0.817,128.2,4
t_0460,Silent Horizon,Kygo,Kygo - Radiant Collection Vol. 1,edm,93,202637,0.746,0.884,7,-14.3,0,0.0634,0.144,0.0407,0.238,0.761,120.3,4
t_0461,Crystal Dawn,Kygo,Kygo - Golden Collection Vol. 2,edm,95,146957,0.722,0.944,10,-13.6,1,0.0781,0.028,0.0397,0.128,0.875,125.9,4
t_0462,Velvet Horizon,Kygo,Kygo - Golden Collection Vol. 2,edm,72,224412,0.84,0.802,5,-3.7,1,0.0659,0.086,0.032,0.328,0.867,130.9,4
t_0463,Bright Journey,Kygo,Kygo - Golden Collection Vol. 2,edm,94,217150,0.692,0.868,10,-12.0,0,0.0422,0.135,0.0287,0.323,0.793,129.6,4
t_0464,Cosmic Fire,Kygo,Kygo - Golden Collection Vol. 2,edm,91,297550,0.941,0.96,9,-15.2,0,0.0412,0.104,0.009,0.086,0.596,120.6,4
t_0465,Cosmic Sky,Kygo,Kygo - Golden Collection Vol. 2,edm,54,161000,0.846,0.752,7,-17.3,0,0.047,0.012,0.0015,0.183,0.733,134.1,4
t_0466,Vintage Echo,Kygo,Kygo - Deep Collection Vol. 3,edm,65,295325,0.767,0.911,2,-3.8,0,0.0594,0.12,0.0071,0.084,0.743,127.9,4
t_0467,Midnight Dawn,Kygo,Kygo - Deep Collection Vol. 3,edm,83,206882,0.745,0.936,9,-11.2,1,0.0794,0.019,0.0087,0.105,0.609,124.6,4
t_0468,Astral Night,Kygo,Kygo - Deep Collection Vol. 3,edm,92,165762,0.754,0.887,10,-7.5,1,0.0591,0.018,0.0089,0.205,0.682,134.9,4
t_0469,Euphoric Neon,Kygo,Kygo - Deep Collection Vol. 3,edm,84,231854,0.742,0.858,1,-10.3,0,0.0622,0.089,0.0199,0.074,0.521,134.2,4
t_0470,Midnight Dream,Kygo,Kygo - Deep Collection Vol. 3,edm,75,303330,0.68,0.821,8,-12.8,0,0.0712,0.134,0.0134,0.198,0.525,134.6,4
t_0471,Cosmic Rhythm,Alan Walker,Alan Walker - Astral Collection Vol. 1,edm,46,226789,0.755,0.858,8,-14.7,1,0.0312,0.033,0.0417,0.346,0.521,130.8,4
t_0472,Astral Shadow,Alan Walker,Alan Walker - Astral Collection Vol. 1,edm,53,140986,0.758,0.712,9,-14.7,1,0.0639,0.085,0.021,0.242,0.57,128.9,4
t_0473,Silent Echo,Alan Walker,Alan Walker - Astral Collection Vol. 1,edm,80,262188,0.673,0.82,2,-15.6,0,0.0466,0.019,0.0369,0.236,0.821,132.3,4
t_0474,Astral Memory,Alan Walker,Alan Walker - Astral Collection Vol. 1,edm,80,294590,0.889,0.714,11,-3.7,1,0.0643,0.023,0.0008,0.272,0.892,123.0,4
t_0475,Vintage Silence,Alan Walker,Alan Walker - Astral Collection Vol. 1,edm,46,151093,0.771,0.832,4,-7.3,1,0.0522,0.09,0.03,0.155,0.686,132.0,4
t_0476,Radiant Chronicle,Alan Walker,Alan Walker - Midnight Collection Vol. 2,edm,89,318625,0.845,0.725,1,-4.8,1,0.0472,0.017,0.0454,0.24,0.585,126.0,4
t_0477,Dark Silence,Alan Walker,Alan Walker - Midnight Collection Vol. 2,edm,94,260315,0.694,0.874,10,-11.2,0,0.0834,0.091,0.0205,0.179,0.782,127.5,4
t_0478,Astral Ocean,Alan Walker,Alan Walker - Midnight Collection Vol. 2,edm,82,155913,0.77,0.786,1,-4.2,1,0.0747,0.101,0.0013,0.111,0.783,132.1,4
t_0479,Midnight Rhythm,Alan Walker,Alan Walker - Midnight Collection Vol. 2,edm,66,296806,0.923,0.882,8,-13.3,0,0.0442,0.106,0.0183,0.073,0.574,125.2,4
t_0480,Vintage Dawn,Alan Walker,Alan Walker - Midnight Collection Vol. 2,edm,69,163217,0.894,0.715,2,-17.9,0,0.0879,0.06,0.028,0.109,0.582,129.4,4
t_0481,Velvet Echo,Alan Walker,Alan Walker - Golden Collection Vol. 3,edm,92,271018,0.802,0.73,5,-13.9,0,0.0304,0.14,0.0415,0.106,0.769,122.4,4
t_0482,Deep Dream,Alan Walker,Alan Walker - Golden Collection Vol. 3,edm,72,313571,0.651,0.907,10,-17.2,1,0.0507,0.094,0.0136,0.131,0.892,129.1,4
t_0483,Dark Ocean,Alan Walker,Alan Walker - Golden Collection Vol. 3,edm,45,310879,0.752,0.818,5,-9.9,1,0.0667,0.135,0.0006,0.186,0.649,133.9,4
t_0484,Deep Silence,Alan Walker,Alan Walker - Golden Collection Vol. 3,edm,86,189841,0.907,0.767,9,-6.6,1,0.032,0.139,0.0308,0.268,0.594,126.2,4
t_0485,Serene Neon,Alan Walker,Alan Walker - Golden Collection Vol. 3,edm,54,234283,0.698,0.777,1,-11.5,1,0.0312,0.076,0.0107,0.306,0.673,130.7,4
t_0486,Fading Fire,David Guetta,David Guetta - Velvet Collection Vol. 1,edm,77,210791,0.768,0.764,7,-5.9,0,0.0502,0.025,0.0207,0.088,0.613,132.0,4
t_0487,Cosmic Vibe,David Guetta,David Guetta - Velvet Collection Vol. 1,edm,62,250596,0.657,0.963,10,-11.8,1,0.0579,0.066,0.0213,0.195,0.862,133.7,4
t_0488,Cosmic Journey,David Guetta,David Guetta - Velvet Collection Vol. 1,edm,88,191623,0.686,0.917,5,-4.3,1,0.0357,0.102,0.0213,0.241,0.588,124.3,4
t_0489,Radiant Echo,David Guetta,David Guetta - Velvet Collection Vol. 1,edm,81,185609,0.713,0.949,2,-11.3,0,0.0339,0.054,0.013,0.287,0.897,126.8,4
t_0490,Vintage Journey,David Guetta,David Guetta - Velvet Collection Vol. 1,edm,88,145731,0.659,0.78,8,-4.1,0,0.0403,0.065,0.0075,0.26,0.554,120.8,4
t_0491,Velvet Memory,David Guetta,David Guetta - Velvet Collection Vol. 2,edm,88,147804,0.738,0.957,1,-12.8,1,0.0394,0.127,0.0227,0.245,0.533,122.3,4
t_0492,Electric Solitude,David Guetta,David Guetta - Velvet Collection Vol. 2,edm,89,157063,0.84,0.757,3,-12.7,0,0.0374,0.099,0.0234,0.159,0.548,127.8,4
t_0493,Fading Journey,David Guetta,David Guetta - Velvet Collection Vol. 2,edm,51,277699,0.655,0.74,2,-9.8,1,0.0307,0.043,0.0061,0.275,0.592,121.2,4
t_0494,Astral Star,David Guetta,David Guetta - Velvet Collection Vol. 2,edm,56,216513,0.727,0.802,0,-7.8,1,0.039,0.069,0.0255,0.282,0.662,133.6,4
t_0495,Silent Fire,David Guetta,David Guetta - Velvet Collection Vol. 2,edm,52,150800,0.947,0.805,10,-3.7,0,0.052,0.02,0.0391,0.133,0.692,130.9,4
t_0496,Golden Memory,David Guetta,David Guetta - Velvet Collection Vol. 3,edm,60,156647,0.891,0.764,0,-9.4,0,0.0605,0.047,0.0097,0.29,0.558,126.8,4
t_0497,Euphoric Shadow,David Guetta,David Guetta - Velvet Collection Vol. 3,edm,76,211111,0.703,0.888,10,-6.1,0,0.0322,0.068,0.0337,0.319,0.762,121.3,4
